# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-O" "-t" "gene" "-g" "ID" "-a" "genome/s_aureus_USA300.gff3" "-o" "counts/counts.txt" "mapped_reads/fm_1.bam" "mapped_reads/fm_2.bam" "mapped_reads/fm_3.bam" "mapped_reads/fm_4.bam" "mapped_reads/m_1.bam" "mapped_reads/m_2.bam" "mapped_reads/m_3.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped_reads/fm_1.bam	mapped_reads/fm_2.bam	mapped_reads/fm_3.bam	mapped_reads/fm_4.bam	mapped_reads/m_1.bam	mapped_reads/m_2.bam	mapped_reads/m_3.bam
gene-SAOUHSC_02684	NC_007795.1	2469175	2471580	-	2406	52	0	66	38	12	28	68
gene-SAOUHSC_02685	NC_007795.1	2471646	2472377	-	732	4	0	0	2	4	8	6
gene-SAOUHSC_02686	NC_007795.1	2472607	2473143	-	537	0	0	0	0	0	0	0
gene-SAOUHSC_02687	NC_007795.1	2473376	2474200	-	825	108	16	14	6	2	8	75
gene-SAOUHSC_02688	NC_007795.1	2474417	2474599	-	183	9	0	0	4	0	2	1
gene-SAOUHSC_02689	NC_007795.1	2474683	2475150	-	468	5	22	0	0	2	6	3
gene-SAOUHSC_02690	NC_007795.1	2475336	2476886	-	1551	6	2	30	4	4	2	2
gene-SAOUHSC_02691	NC_007795.1	2477181	2477447	-	267	0	0	0	0	24	0	0
gene-SAOUHSC_02692	NC_007795.1	2477447	2477698	-	252	0	0	0	0	0	0	0
gene-SAOUHSC_02693	NC_007795.1	2477863	2477964	-	102	0	0	0	0	0	0	0
gene-SAOUHSC_02694	NC_007795.1	2477971	2478570	-	600	36	0	91	19	57	26	76
gene-SAOUHSC_02695	NC_007795.1	2478589	2478939	-	351	15	4	16	16	41	14	17
gene-SAOUHSC_02696	NC_007795.1	2479206	2480456	+	1251	22	10	50	4	6	12	154
gene-SAOUHSC_02697	NC_007795.1	2480553	2481284	-	732	770	134	599	505	697	494	859
gene-SAOUHSC_02698	NC_007795.1	2481281	2482000	-	720	476	87	153	681	686	325	1355
gene-SAOUHSC_02699	NC_007795.1	2481981	2482760	-	780	49	27	145	51	39	22	171
gene-SAOUHSC_02700	NC_007795.1	2482881	2484239	-	1359	120	16	140	156	82	100	125
gene-SAOUHSC_02701	NC_007795.1	2484250	2484393	-	144	4	0	7	3	4	1	0
gene-SAOUHSC_02702	NC_007795.1	2484494	2484598	+	105	2	0	0	4	8	2	0
gene-SAOUHSC_02703	NC_007795.1	2484752	2485438	-	687	24	12	12	9	17	10	64
gene-SAOUHSC_02704	NC_007795.1	2485765	2486631	-	867	18	2	16	2	6	2	170
gene-SAOUHSC_02705	NC_007795.1	2487184	2487288	-	105	0	0	5	0	0	0	0
gene-SAOUHSC_02706	NC_007795.1	2487383	2488693	+	1311	18	0	25	0	2	14	238
gene-SAOUHSC_02708	NC_007795.1	2489229	2490158	+	930	22	20	40	38	42	50	450
gene-SAOUHSC_02709	NC_007795.1	2490726	2491673	+	948	23	2	108	20	2	75	74
gene-SAOUHSC_02710	NC_007795.1	2491675	2492652	+	978	58	12	219	34	30	190	105
gene-SAOUHSC_02711	NC_007795.1	2492704	2493171	-	468	0	0	0	0	2	2	0
gene-SAOUHSC_02712	NC_007795.1	2493182	2493874	-	693	0	0	4	0	8	2	4
gene-SAOUHSC_02713	NC_007795.1	2493885	2495000	-	1116	12	4	130	12	16	12	20
gene-SAOUHSC_02714	NC_007795.1	2494978	2495985	-	1008	2	0	14	10	4	2	8
gene-SAOUHSC_02715	NC_007795.1	2495987	2497345	-	1359	4	2	68	0	2	6	14
gene-SAOUHSC_02716	NC_007795.1	2497323	2498009	-	687	0	0	6	6	0	0	22
gene-SAOUHSC_A02577	NC_007795.1	2498063	2498230	-	168	0	0	0	0	0	0	0
gene-SAOUHSC_02717	NC_007795.1	2498230	2498373	-	144	0	0	0	0	0	0	0
gene-SAOUHSC_02718	NC_007795.1	2498461	2500194	-	1734	0	0	0	8	6	0	2
gene-SAOUHSC_02719	NC_007795.1	2500219	2501982	-	1764	0	0	0	2	0	0	4
gene-SAOUHSC_02720	NC_007795.1	2502476	2502583	-	108	0	0	0	0	0	0	0
gene-SAOUHSC_02721	NC_007795.1	2502610	2502717	-	108	18	0	0	32	8	6	8
gene-SAOUHSC_02722	NC_007795.1	2502851	2503237	-	387	12	16	22	16	16	44	0
gene-SAOUHSC_02723	NC_007795.1	2503505	2504647	+	1143	2366	407	606	966	680	486	2132
gene-SAOUHSC_02724	NC_007795.1	2504707	2505366	+	660	570	243	65	236	199	161	776
gene-SAOUHSC_02725	NC_007795.1	2505548	2506759	+	1212	456	104	144	204	324	110	706
gene-SAOUHSC_02726	NC_007795.1	2506882	2507355	-	474	0	0	0	0	2	0	0
gene-SAOUHSC_02727	NC_007795.1	2507555	2508124	+	570	158	14	32	78	104	51	241
gene-SAOUHSC_02728	NC_007795.1	2508187	2508993	-	807	62	0	0	0	20	6	38
gene-SAOUHSC_02729	NC_007795.1	2509280	2510689	+	1410	855	191	262	325	560	446	945
gene-SAOUHSC_02731	NC_007795.1	2510827	2512905	+	2079	63	13	80	23	56	22	131
gene-SAOUHSC_02732	NC_007795.1	2512984	2513085	-	102	0	0	0	0	0	0	0
gene-SAOUHSC_02733	NC_007795.1	2513045	2514874	-	1830	103	12	34	44	82	32	391
gene-SAOUHSC_02734	NC_007795.1	2514968	2515072	-	105	1	0	2	0	0	0	0
gene-SAOUHSC_02736	NC_007795.1	2515106	2516602	+	1497	60	44	44	36	34	54	104
gene-SAOUHSC_02737	NC_007795.1	2516694	2517545	-	852	52	14	64	32	130	4	96
gene-SAOUHSC_02739	NC_007795.1	2517867	2518802	-	936	24	6	28	10	14	7	45
gene-SAOUHSC_02740	NC_007795.1	2519028	2520428	-	1401	128	30	112	36	75	42	226
gene-SAOUHSC_02741	NC_007795.1	2520722	2521417	-	696	236	239	75	1398	1170	756	4881
gene-SAOUHSC_02742	NC_007795.1	2521417	2522358	-	942	575	173	285	385	392	365	1398
gene-SAOUHSC_02743	NC_007795.1	2522375	2523010	-	636	554	257	292	444	514	450	1793
gene-SAOUHSC_02744	NC_007795.1	2523007	2524233	-	1227	144	67	22	25	100	71	365
gene-SAOUHSC_02745	NC_007795.1	2524560	2524679	-	120	0	0	0	0	0	0	0
gene-SAOUHSC_02746	NC_007795.1	2524759	2524899	-	141	0	0	0	0	0	0	2
gene-SAOUHSC_02747	NC_007795.1	2524903	2525502	-	600	3	0	0	0	1	0	6
gene-SAOUHSC_02750	NC_007795.1	2525682	2527319	+	1638	241	28	25	96	135	108	205
gene-SAOUHSC_02751	NC_007795.1	2527927	2529279	+	1353	629	377	228	828	1227	759	339
gene-SAOUHSC_02752	NC_007795.1	2529341	2530468	-	1128	175	68	77	372	353	124	272
gene-SAOUHSC_02753	NC_007795.1	2530924	2531700	-	777	1309	512	148	2136	1388	266	164
gene-SAOUHSC_02754	NC_007795.1	2531693	2532355	-	663	16	2	2	0	10	2	6
gene-SAOUHSC_02755	NC_007795.1	2532603	2533679	-	1077	68	20	7	62	124	40	114
gene-SAOUHSC_02756	NC_007795.1	2534034	2534300	-	267	0	35	0	24	50	0	39
gene-SAOUHSC_02757	NC_007795.1	2534300	2534557	-	258	0	19	0	14	16	0	15
gene-SAOUHSC_02759	NC_007795.1	2534916	2535371	+	456	0	0	0	0	4	0	0
gene-SAOUHSC_02760	NC_007795.1	2535539	2537116	-	1578	120	26	156	90	100	102	156
gene-SAOUHSC_02761	NC_007795.1	2537311	2538060	+	750	2	0	8	0	6	4	22
gene-SAOUHSC_02762	NC_007795.1	2538284	2539477	-	1194	32	8	22	52	65	36	98
gene-SAOUHSC_02763	NC_007795.1	2539489	2540238	-	750	0	0	4	2	8	0	26
gene-SAOUHSC_02764	NC_007795.1	2540231	2541046	-	816	1	0	0	7	8	1	10
gene-SAOUHSC_02765	NC_007795.1	2541043	2541912	-	870	6	0	20	22	4	12	24
gene-SAOUHSC_02766	NC_007795.1	2541909	2542844	-	936	20	0	53	23	12	40	43
gene-SAOUHSC_02767	NC_007795.1	2542857	2544455	-	1599	36	0	41	10	8	27	95
gene-SAOUHSC_02768	NC_007795.1	2544598	2545812	-	1215	0	0	6	6	0	4	4
gene-SAOUHSC_02769	NC_007795.1	2545892	2546710	-	819	0	0	0	0	0	2	14
gene-SAOUHSC_02770	NC_007795.1	2546721	2547542	-	822	0	0	0	6	0	0	4
gene-SAOUHSC_02771	NC_007795.1	2548409	2548774	-	366	13	0	0	0	0	6	0
gene-SAOUHSC_02772	NC_007795.1	2549037	2549756	-	720	102	2	0	8	20	13	46
gene-SAOUHSC_02773	NC_007795.1	2550088	2551626	+	1539	1168	46	159	266	255	143	579
gene-SAOUHSC_02774	NC_007795.1	2551738	2552160	-	423	250	30	18	115	182	85	11
gene-SAOUHSC_02775	NC_007795.1	2552612	2553031	-	420	0	0	0	0	0	3	0
gene-SAOUHSC_02776	NC_007795.1	2553049	2553468	-	420	4	0	49	0	0	3	0
gene-SAOUHSC_02777	NC_007795.1	2553735	2554157	-	423	122	0	5	0	0	146	41
gene-SAOUHSC_02778	NC_007795.1	2554408	2555103	-	696	1342	12	82	84	44	367	197
gene-SAOUHSC_02779	NC_007795.1	2555392	2555673	+	282	4	0	0	0	4	4	113
gene-SAOUHSC_02780	NC_007795.1	2555609	2555794	+	186	4	0	0	4	5	4	67
gene-SAOUHSC_02781	NC_007795.1	2555933	2556124	-	192	140	80	346	264	79	64	708
gene-SAOUHSC_02782	NC_007795.1	2556559	2556681	+	123	6	0	49	0	2	0	0
gene-SAOUHSC_02783	NC_007795.1	2556685	2557479	-	795	3	16	0	0	18	0	1
gene-SAOUHSC_02784	NC_007795.1	2558015	2558302	-	288	0	0	0	0	1	0	4
gene-SAOUHSC_02785	NC_007795.1	2558305	2558631	-	327	0	0	0	0	2	0	8
gene-SAOUHSC_02788	NC_007795.1	2559952	2560737	-	786	2	10	0	48	18	0	26
gene-SAOUHSC_02789	NC_007795.1	2560849	2561550	-	702	0	14	3	0	0	0	6
gene-SAOUHSC_02790	NC_007795.1	2561928	2564789	-	2862	16	4	0	4	38	28	0
gene-SAOUHSC_02791	NC_007795.1	2564791	2565183	-	393	4	0	0	0	0	6	0
gene-SAOUHSC_02793	NC_007795.1	2565300	2567108	+	1809	14	2	20	21	26	28	56
gene-SAOUHSC_02794	NC_007795.1	2567392	2567658	+	267	0	0	0	1	0	2	14
gene-SAOUHSC_02795	NC_007795.1	2567802	2568110	+	309	2	0	0	0	0	1	61
gene-SAOUHSC_02796	NC_007795.1	2568218	2568451	-	234	0	0	0	0	0	2	12
gene-SAOUHSC_02797	NC_007795.1	2568432	2569625	-	1194	0	2	0	8	22	30	0
gene-SAOUHSC_02798	NC_007795.1	2570009	2574892	-	4884	0	4	0	2	14	0	0
gene-SAOUHSC_02799	NC_007795.1	2575197	2575517	-	321	0	0	0	0	0	0	0
gene-SAOUHSC_02800	NC_007795.1	2575879	2576622	+	744	0	0	0	0	0	0	0
gene-SAOUHSC_02801	NC_007795.1	2576833	2577615	-	783	44	0	3	0	0	24	39
gene-SAOUHSC_02802	NC_007795.1	2577879	2580632	-	2754	29	13	78	20	27	46	4
gene-SAOUHSC_02803	NC_007795.1	2581383	2584355	-	2973	57	12	27	26	47	16	22
gene-SAOUHSC_02804	NC_007795.1	2584423	2584524	-	102	0	0	0	0	0	0	0
gene-SAOUHSC_02805	NC_007795.1	2584573	2584875	-	303	4	0	0	0	0	0	0
gene-SAOUHSC_02806	NC_007795.1	2584907	2586265	-	1359	438	42	232	182	114	176	1698
gene-SAOUHSC_02808	NC_007795.1	2586382	2587935	-	1554	86	2	12	26	16	22	284
gene-SAOUHSC_02809	NC_007795.1	2587959	2588639	-	681	0	0	0	0	0	0	10
gene-SAOUHSC_02810	NC_007795.1	2588793	2589557	-	765	296	90	198	200	116	160	614
gene-SAOUHSC_02811	NC_007795.1	2589722	2590414	-	693	0	8	4	5	8	82	22
gene-SAOUHSC_02812	NC_007795.1	2590645	2591061	-	417	0	0	2	0	0	14	10
gene-SAOUHSC_02815	NC_007795.1	2593502	2594779	-	1278	394	88	212	240	276	228	2084
gene-SAOUHSC_02816	NC_007795.1	2595326	2595937	+	612	211	42	353	66	149	92	100
gene-SAOUHSC_02817	NC_007795.1	2595946	2596044	-	99	2	1	24	1	1	1	5
gene-SAOUHSC_02818	NC_007795.1	2596034	2597197	-	1164	0	0	4	0	0	0	8
gene-SAOUHSC_02819	NC_007795.1	2597190	2597648	-	459	0	0	0	0	0	0	3
gene-SAOUHSC_02820	NC_007795.1	2598082	2598777	+	696	2	2	6	0	6	6	246
gene-SAOUHSC_02821	NC_007795.1	2598779	2599549	+	771	0	8	6	0	4	2	79
gene-SAOUHSC_02822	NC_007795.1	2599922	2601886	+	1965	249	58	1940	200	157	459	9059
gene-SAOUHSC_02823	NC_007795.1	2602404	2603309	+	906	281	76	761	88	193	169	1021
gene-SAOUHSC_02824	NC_007795.1	2603414	2604007	-	594	0	0	12	4	0	1	22
gene-SAOUHSC_02825	NC_007795.1	2604029	2604901	-	873	2	0	12	2	0	8	1
gene-SAOUHSC_02826	NC_007795.1	2605075	2605509	-	435	0	0	0	0	4	8	1
gene-SAOUHSC_02827	NC_007795.1	2605736	2606020	+	285	0	0	0	0	7	1	2
gene-SAOUHSC_02828	NC_007795.1	2606191	2606997	+	807	634	132	42	266	753	177	5325
gene-SAOUHSC_02829	NC_007795.1	2607117	2607788	-	672	1895	296	182	676	1094	442	1310
gene-SAOUHSC_02830	NC_007795.1	2608103	2609050	+	948	260	42	74	22	22	25	308
gene-SAOUHSC_02831	NC_007795.1	2609299	2610099	-	801	0	0	4	0	0	12	8
gene-SAOUHSC_02832	NC_007795.1	2610420	2611055	+	636	0	0	0	0	0	2	0
gene-SAOUHSC_02833	NC_007795.1	2611061	2611792	+	732	0	0	0	0	0	2	0
gene-SAOUHSC_02834	NC_007795.1	2611952	2612572	-	621	2	0	3	0	1	6	19
gene-SAOUHSC_02836	NC_007795.1	2612766	2613257	+	492	113	6	15	22	83	43	79
gene-SAOUHSC_02837	NC_007795.1	2613695	2613865	-	171	1	0	0	0	2	16	0
gene-SAOUHSC_02838	NC_007795.1	2613927	2614025	-	99	1	0	0	0	0	0	0
gene-SAOUHSC_02839	NC_007795.1	2614044	2614943	-	900	201	24	14	92	66	42	112
gene-SAOUHSC_02840	NC_007795.1	2614957	2615637	-	681	26	0	4	20	11	9	3
gene-SAOUHSC_02841	NC_007795.1	2615640	2616635	-	996	212	4	46	114	64	30	52
gene-SAOUHSC_02842	NC_007795.1	2617234	2617437	+	204	0	0	0	0	4	0	4
gene-SAOUHSC_02843	NC_007795.1	2617620	2618555	+	936	12	4	24	10	22	30	9
gene-SAOUHSC_02844	NC_007795.1	2618637	2619605	-	969	246	18	14	72	234	78	241
gene-SAOUHSC_02845	NC_007795.1	2619738	2620082	-	345	97	19	85	14	38	20	92
gene-SAOUHSC_02846	NC_007795.1	2620124	2620534	-	411	24	4	3	2	13	0	14
gene-SAOUHSC_02848	NC_007795.1	2620914	2622980	-	2067	54	10	0	30	10	30	104
gene-SAOUHSC_02849	NC_007795.1	2623281	2625020	-	1740	9721	1059	3431	4363	2907	3161	3128
gene-SAOUHSC_02850	NC_007795.1	2625067	2625756	-	690	1818	540	642	1512	1144	822	920
gene-SAOUHSC_02851	NC_007795.1	2625749	2626144	-	396	0	2	0	0	0	0	4
gene-SAOUHSC_02852	NC_007795.1	2626357	2627184	-	828	8	0	0	14	6	4	0
gene-SAOUHSC_02853	NC_007795.1	2627402	2627620	+	219	74	24	125	32	198	14	83
gene-SAOUHSC_02855	NC_007795.1	2628010	2628441	+	432	8	2	3	12	4	20	24
gene-SAOUHSC_02856	NC_007795.1	2628706	2628810	-	105	2	0	0	0	0	0	0
gene-SAOUHSC_02857	NC_007795.1	2628973	2629107	-	135	0	0	0	0	0	0	0
gene-SAOUHSC_02858	NC_007795.1	2629201	2629458	-	258	8	0	0	0	0	0	0
gene-SAOUHSC_02859	NC_007795.1	2630037	2631314	-	1278	262	30	0	74	75	32	147
gene-SAOUHSC_02860	NC_007795.1	2631568	2632734	+	1167	600	72	342	223	230	190	354
gene-SAOUHSC_02861	NC_007795.1	2632904	2633425	-	522	52	1	6	9	9	0	26
gene-SAOUHSC_02862	NC_007795.1	2633834	2635939	+	2106	3587	412	335	1778	1814	161	140
gene-SAOUHSC_02863	NC_007795.1	2636008	2636178	-	171	0	0	0	0	0	7	0
gene-SAOUHSC_02864	NC_007795.1	2636191	2638185	-	1995	6	0	12	0	2	86	4
gene-SAOUHSC_02865	NC_007795.1	2638197	2638424	-	228	0	0	0	0	0	0	0
gene-SAOUHSC_02866	NC_007795.1	2638640	2641108	-	2469	16	4	51	21	22	22	104
gene-SAOUHSC_02867	NC_007795.1	2641274	2641822	+	549	8	4	5	3	11	21	1
gene-SAOUHSC_02868	NC_007795.1	2641899	2642066	-	168	19	0	0	2	1	2	0
gene-SAOUHSC_02869	NC_007795.1	2642178	2643722	-	1545	2275	260	922	987	864	637	2285
gene-SAOUHSC_02871	NC_007795.1	2643912	2644511	-	600	5	11	0	19	22	19	8
gene-SAOUHSC_02872	NC_007795.1	2644750	2644941	+	192	120	63	36	0	10	6	146
gene-SAOUHSC_02873	NC_007795.1	2645181	2647589	+	2409	6318	2098	2549	5497	4855	1835	21307
gene-SAOUHSC_02874	NC_007795.1	2647869	2648075	+	207	31	8	0	21	43	10	1517
gene-SAOUHSC_02875	NC_007795.1	2648165	2649163	-	999	40	22	52	16	18	8	380
gene-SAOUHSC_02876	NC_007795.1	2649186	2650340	-	1155	188	8	86	212	128	54	216
gene-SAOUHSC_02877	NC_007795.1	2650767	2652275	-	1509	1003	231	198	662	542	830	288
gene-SAOUHSC_02879	NC_007795.1	2652287	2653150	-	864	118	68	44	64	48	118	54
gene-SAOUHSC_02880	NC_007795.1	2653187	2654314	-	1128	1092	201	86	594	452	489	154
gene-SAOUHSC_02881	NC_007795.1	2654320	2655813	-	1494	351	68	12	240	196	198	195
gene-SAOUHSC_02882	NC_007795.1	2655806	2656294	-	489	26	0	0	4	0	4	3
gene-SAOUHSC_02883	NC_007795.1	2656469	2657236	-	768	24	6	18	10	18	22	134
gene-SAOUHSC_02885	NC_007795.1	2657597	2659408	-	1812	14	6	20	34	0	4	175
gene-SAOUHSC_02886	NC_007795.1	2659920	2660408	-	489	0	0	0	10	0	1	0
gene-SAOUHSC_02887	NC_007795.1	2660684	2661385	-	702	1518	86	252	4847	1972	632	4156
gene-SAOUHSC_02888	NC_007795.1	2661993	2663048	-	1056	6	0	18	0	6	0	22
gene-SAOUHSC_02889	NC_007795.1	2663175	2663303	-	129	0	2	20	4	0	4	0
gene-SAOUHSC_02890	NC_007795.1	2663260	2663397	+	138	0	2	22	4	0	4	0
gene-SAOUHSC_02891	NC_007795.1	2663458	2664027	+	570	2	0	6	18	6	12	8
gene-SAOUHSC_02892	NC_007795.1	2664225	2664725	+	501	90	190	63	166	405	154	380
gene-SAOUHSC_02893	NC_007795.1	2664945	2665175	+	231	34	21	14	45	59	34	19
gene-SAOUHSC_02894	NC_007795.1	2665325	2665702	-	378	35	9	70	10	11	13	3
gene-SAOUHSC_02895	NC_007795.1	2665719	2666540	-	822	53	20	168	36	28	41	72
gene-SAOUHSC_02896	NC_007795.1	2666560	2666859	-	300	0	0	0	2	0	2	0
gene-SAOUHSC_02897	NC_007795.1	2666990	2667547	+	558	20	0	30	0	18	26	7
gene-SAOUHSC_02898	NC_007795.1	2667540	2668244	+	705	60	0	46	28	22	94	98
gene-SAOUHSC_02899	NC_007795.1	2668342	2669352	+	1011	437	55	172	140	170	184	115
gene-SAOUHSC_02900	NC_007795.1	2669372	2670202	+	831	555	45	45	373	592	91	143
gene-SAOUHSC_02901	NC_007795.1	2670349	2671239	-	891	66	38	2	8	30	36	118
gene-SAOUHSC_02904	NC_007795.1	2672670	2673776	-	1107	12	0	0	2	8	0	49
gene-SAOUHSC_02905	NC_007795.1	2674110	2674406	-	297	2	0	1	0	0	2	0
gene-SAOUHSC_02906	NC_007795.1	2674394	2674762	-	369	0	0	0	0	2	0	0
gene-SAOUHSC_02907	NC_007795.1	2674777	2675055	-	279	0	0	0	0	1	0	0
gene-SAOUHSC_02908	NC_007795.1	2675397	2676263	-	867	45	0	4	8	4	8	182
gene-SAOUHSC_02909	NC_007795.1	2676481	2677545	+	1065	138	20	64	50	100	103	205
gene-SAOUHSC_02910	NC_007795.1	2677700	2677975	+	276	5	0	0	0	12	3	13
gene-SAOUHSC_02911	NC_007795.1	2678161	2678883	-	723	6	0	0	0	0	0	4
gene-SAOUHSC_02912	NC_007795.1	2679237	2679686	+	450	208	0	94	113	80	89	660
gene-SAOUHSC_02913	NC_007795.1	2679767	2680354	-	588	24	16	70	45	26	78	108
gene-SAOUHSC_02914	NC_007795.1	2680332	2680430	-	99	0	7	23	10	0	18	9
gene-SAOUHSC_02915	NC_007795.1	2680487	2682169	+	1683	142	78	130	107	160	115	418
gene-SAOUHSC_02916	NC_007795.1	2682298	2682669	-	372	1	0	0	0	0	0	0
gene-SAOUHSC_02918	NC_007795.1	2682683	2683534	-	852	176	20	78	45	117	84	83
gene-SAOUHSC_02919	NC_007795.1	2683527	2684318	-	792	78	3	29	23	69	36	53
gene-SAOUHSC_02920	NC_007795.1	2684418	2685278	+	861	38	11	8	75	88	114	98
gene-SAOUHSC_02921	NC_007795.1	2685364	2686068	-	705	2	4	26	10	2	0	30
gene-SAOUHSC_02922	NC_007795.1	2686346	2687305	-	960	190	0	44	34	2	32	184
gene-SAOUHSC_02923	NC_007795.1	2687992	2689440	+	1449	911	76	462	230	732	541	1149
gene-SAOUHSC_02924	NC_007795.1	2689521	2690858	-	1338	70	22	64	24	54	6	207
gene-SAOUHSC_02925	NC_007795.1	2691116	2691532	+	417	4	4	14	0	16	11	0
gene-SAOUHSC_02926	NC_007795.1	2691655	2692545	+	891	703	38	478	452	296	379	2036
gene-SAOUHSC_02927	NC_007795.1	2692738	2694234	-	1497	2003	458	1357	2510	1319	1052	9530
gene-SAOUHSC_02928	NC_007795.1	2694530	2694859	+	330	1	0	0	1	2	16	49
gene-SAOUHSC_02929	NC_007795.1	2694919	2696517	-	1599	1124	321	182	140	490	505	2126
gene-SAOUHSC_02930	NC_007795.1	2696711	2697154	-	444	33	16	2	5	7	26	178
gene-SAOUHSC_02931	NC_007795.1	2697435	2697647	-	213	0	0	0	2	0	0	0
gene-SAOUHSC_02932	NC_007795.1	2697925	2699634	-	1710	19	6	2	48	24	4	86
gene-SAOUHSC_02933	NC_007795.1	2699895	2701385	-	1491	11	0	20	24	12	10	47
gene-SAOUHSC_02934	NC_007795.1	2701454	2701549	+	96	0	0	0	0	0	0	1
gene-SAOUHSC_02935	NC_007795.1	2701638	2702201	+	564	0	0	16	0	6	0	6
gene-SAOUHSC_02936	NC_007795.1	2702389	2703075	-	687	26	0	0	0	0	0	0
gene-SAOUHSC_02937	NC_007795.1	2703339	2704961	-	1623	67	0	14	14	12	10	88
gene-SAOUHSC_02939	NC_007795.1	2705093	2705254	+	162	1	0	0	0	0	0	0
gene-SAOUHSC_02940	NC_007795.1	2705270	2705380	-	111	0	0	0	0	0	0	0
gene-SAOUHSC_02941	NC_007795.1	2705480	2706016	-	537	65	10	60	21	66	42	176
gene-SAOUHSC_02942	NC_007795.1	2706013	2707863	-	1851	379	62	148	136	343	143	925
gene-SAOUHSC_02943	NC_007795.1	2708110	2709480	-	1371	14	12	13	12	2	6	16
gene-SAOUHSC_02944	NC_007795.1	2709802	2709897	-	96	8	4	11	0	2	4	0
gene-SAOUHSC_02945	NC_007795.1	2709973	2710578	-	606	305	33	8	108	74	74	150
gene-SAOUHSC_02947	NC_007795.1	2710641	2712521	-	1881	82	6	18	22	53	42	64
gene-SAOUHSC_02948	NC_007795.1	2712716	2712808	+	93	0	0	0	0	0	0	0
gene-SAOUHSC_02949	NC_007795.1	2712916	2713413	-	498	84	38	66	26	30	2	36
gene-SAOUHSC_A02794	NC_007795.1	2713423	2713683	-	261	0	4	0	0	0	0	1
gene-SAOUHSC_02950	NC_007795.1	2714065	2714178	-	114	0	2	0	0	0	0	0
gene-SAOUHSC_02953	NC_007795.1	2714837	2716837	-	2001	62	20	102	28	24	33	79
gene-SAOUHSC_02954	NC_007795.1	2716834	2717589	-	756	26	22	38	21	21	13	27
gene-SAOUHSC_02955	NC_007795.1	2717697	2718584	-	888	40	16	69	22	41	100	47
gene-SAOUHSC_02956	NC_007795.1	2718595	2719260	-	666	10	34	43	18	21	41	44
gene-SAOUHSC_02957	NC_007795.1	2719286	2719486	-	201	2	0	0	0	8	1	2
gene-SAOUHSC_02958	NC_007795.1	2719684	2721108	+	1425	22	10	24	22	30	38	54
gene-SAOUHSC_02960	NC_007795.1	2721178	2721288	+	111	0	10	8	0	3	0	15
gene-SAOUHSC_02961	NC_007795.1	2721391	2721846	-	456	0	22	25	2	21	0	92
gene-SAOUHSC_02962	NC_007795.1	2722091	2722852	-	762	10	0	24	14	6	6	15
gene-SAOUHSC_02963	NC_007795.1	2722968	2725601	-	2634	109634	1674	750	19143	17259	2990	12969
gene-SAOUHSC_02964	NC_007795.1	2725951	2726655	-	705	17	0	61	16	19	24	82
gene-SAOUHSC_02965	NC_007795.1	2726754	2727695	-	942	123	26	143	83	43	70	516
gene-SAOUHSC_02967	NC_007795.1	2727712	2729142	-	1431	61	10	69	62	36	54	363
gene-SAOUHSC_02968	NC_007795.1	2729233	2730243	-	1011	0	0	2	2	0	0	22
gene-SAOUHSC_02969	NC_007795.1	2730276	2731511	-	1236	0	0	0	6	0	16	52
gene-SAOUHSC_A02811	NC_007795.1	2731688	2731855	-	168	0	0	0	0	0	0	0
gene-SAOUHSC_02970	NC_007795.1	2731858	2732307	-	450	0	0	2	0	0	0	2
gene-SAOUHSC_02971	NC_007795.1	2732674	2734170	-	1497	692	70	158	12	92	48	320
gene-SAOUHSC_02972	NC_007795.1	2734627	2735154	-	528	154	20	0	91	42	10	242
gene-SAOUHSC_02973	NC_007795.1	2735412	2735870	+	459	2	4	0	0	4	2	2
gene-SAOUHSC_02974	NC_007795.1	2736110	2737984	+	1875	26	20	16	4	14	10	56
gene-SAOUHSC_02975	NC_007795.1	2738061	2740013	+	1953	332	34	138	174	240	70	292
gene-SAOUHSC_02976	NC_007795.1	2740027	2740965	+	939	115	20	50	20	64	6	348
gene-SAOUHSC_02978	NC_007795.1	2741077	2744058	-	2982	142	42	68	22	41	36	248
gene-SAOUHSC_02979	NC_007795.1	2744269	2746128	+	1860	504	175	239	333	333	304	2464
gene-SAOUHSC_02980	NC_007795.1	2746395	2746955	-	561	665	47	45	163	285	166	350
gene-SAOUHSC_02982	NC_007795.1	2747123	2749030	-	1908	617	93	470	113	239	308	389
gene-SAOUHSC_02983	NC_007795.1	2749272	2750630	-	1359	221	1485	1354	4103	3886	2108	1965
gene-SAOUHSC_02984	NC_007795.1	2750623	2752131	-	1509	112	644	592	1685	1356	945	731
gene-SAOUHSC_02985	NC_007795.1	2752149	2754539	-	2391	166	526	366	2806	1817	1811	760
gene-SAOUHSC_02986	NC_007795.1	2754529	2755488	-	960	12	0	0	2	4	8	72
gene-SAOUHSC_02987	NC_007795.1	2755466	2757034	-	1569	16	12	0	21	10	4	85
gene-SAOUHSC_02988	NC_007795.1	2757024	2758577	-	1554	18	0	3	14	0	0	24
gene-SAOUHSC_02989	NC_007795.1	2758588	2759799	-	1212	6	0	21	2	0	2	8
gene-SAOUHSC_02990	NC_007795.1	2759929	2766744	-	6816	1515	512	857	1415	338	159	31432
gene-SAOUHSC_02991	NC_007795.1	2767289	2767981	-	693	28	5	7	78	35	18	14
